Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acetivibrio thermocellus,1515,cellular organisms;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio,82,0.00499515,0.0423928
Acidobacteria bacterium Mor1,1660251,cellular organisms;Acidobacteriota;;;;,9,0.000548249,0.00465287
Aciduliprofundum sp. MAR08-339,673860,cellular organisms;Thermoplasmatota;;;;Candidatus Aciduliprofundum,57,0.00347224,0.0294682
Acinetobacter venetianus,52133,cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter,125,0.00761456,0.0646232
Actibacterium sp. EMB200-NS6,1609966,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Actibacterium,16,0.000974664,0.00827177
Actinoalloteichus fjordicus,1612552,cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus,107,0.00651807,0.0553175
Actinoalloteichus hymeniacidonis,340345,cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus,8,0.000487332,0.00413588
Actinoalloteichus sp. GBA129-24,1612551,cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus,82,0.00499515,0.0423928
Aeromonas salmonicida,645,cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,668,0.0406922,0.345346
Aeropyrum camini,229980,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum,5,0.000304583,0.00258493
Aeropyrum pernix,56636,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum,31,0.00188841,0.0160266
Agarivorans gilvus,680279,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agarivorans,17,0.00103558,0.00878875
Agrococcus jejuensis,399736,cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus,5,0.000304583,0.00258493
Alcanivorax borkumensis,59754,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax,5,0.000304583,0.00258493
Aliivibrio fischeri,668,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio,878,0.0534847,0.453913
Aliivibrio salmonicida,40269,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio,2162,0.131702,1.11772
Aliivibrio wodanis,80852,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio,2978,0.181409,1.53958
Alloalcanivorax dieselolei,285091,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alloalcanivorax,5,0.000304583,0.00258493
Altererythrobacter epoxidivorans,361183,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter,59,0.00359407,0.0305021
Altererythrobacter ishigakiensis,476157,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter,37,0.00225391,0.0191285
Alteromonas australica,589873,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,103,0.0062744,0.0532495
Alteromonas macleodii,28108,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,1705,0.103863,0.88146
Alteromonas mediterranea,314275,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,21265,1.29539,10.9937
Alteromonas naphthalenivorans,715451,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,74,0.00450782,0.0382569
Alteromonas sp. Mex14,1917157,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,87,0.00529974,0.0449777
Alteromonas sp. RW2A1,1917158,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,220,0.0134016,0.113737
Alteromonas stellipolaris,233316,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,465,0.0283262,0.240398
Aquibium oceanicum,1670800,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquibium,6,0.000365499,0.00310191
