Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Acetivibrio thermocellus,1515,cellular organisms;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio,163,0.01,0.09
Acidobacteria bacterium Mor1,1660251,cellular organisms;Acidobacteriota;;;;,199,0.01,0.11
Aciduliprofundum sp. MAR08-339,673860,cellular organisms;Thermoplasmatota;;;;Candidatus Aciduliprofundum,122,0.01,0.07
Acinetobacter venetianus,52133,cellular organisms;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter,164,0.01,0.09
Actibacterium sp. EMB200-NS6,1609966,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Actibacterium,642,0.04,0.34
Actinoalloteichus fjordicus,1612552,cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus,494,0.03,0.26
Actinoalloteichus hymeniacidonis,340345,cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus,113,0.01,0.06
Actinoalloteichus sp. GBA129-24,1612551,cellular organisms;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus,405,0.02,0.22
Aeromonas salmonicida,645,cellular organisms;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas,1248,0.08,0.67
Aeropyrum camini,229980,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum,9,0.00,0.00
Aeropyrum pernix,56636,cellular organisms;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Aeropyrum,10,0.00,0.01
Agarivorans gilvus,680279,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agarivorans,200,0.01,0.11
Agrococcus jejuensis,399736,cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus,71,0.00,0.04
Alcanivorax borkumensis,59754,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax,2,0.00,0.00
Aliivibrio fischeri,668,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio,565,0.03,0.30
Aliivibrio salmonicida,40269,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio,1842,0.11,0.98
Aliivibrio wodanis,80852,cellular organisms;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio,1716,0.10,0.92
Alloalcanivorax dieselolei,285091,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alloalcanivorax,8,0.00,0.00
Altererythrobacter epoxidivorans,361183,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter,27,0.00,0.01
Altererythrobacter ishigakiensis,476157,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter,102,0.01,0.05
Alteromonas australica,589873,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,231,0.01,0.12
Alteromonas macleodii,28108,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,2100,0.13,1.12
Alteromonas mediterranea,314275,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,22399,1.35,11.96
Alteromonas naphthalenivorans,715451,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,227,0.01,0.12
Alteromonas sp. Mex14,1917157,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,141,0.01,0.08
Alteromonas sp. RW2A1,1917158,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,209,0.01,0.11
Alteromonas stellipolaris,233316,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,570,0.03,0.30
Aquibium oceanicum,1670800,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquibium,98,0.01,0.05
Arcanobacterium phocae,131112,cellular organisms;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Arcanobacterium,43,0.00,0.02
Archaeoglobus fulgidus,2234,cellular organisms;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus,711,0.04,0.38
Archaeoglobus profundus,84156,cellular organisms;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus,1,0.00,0.00
Archaeoglobus veneficus,58290,cellular organisms;Methanobacteriota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus,1,0.00,0.00
Arthrobacter sp. PAMC 25486,1494608,cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter,11,0.00,0.01
Aurantiacibacter atlanticus,1648404,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter,10,0.00,0.01
Aurantiacibacter gangjinensis,502682,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter,135,0.01,0.07
Bacillus infantis,324767,cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus,281,0.02,0.15
Bacillus safensis,561879,cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus,429,0.03,0.23
Bacillus sp. Pc3,1446792,cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus,71,0.00,0.04
Bacillus velezensis,492670,cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus,70,0.00,0.04
Bacillus weihaiensis,1547283,cellular organisms;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus,11,0.00,0.01
Bdellovibrio bacteriovorus,959,cellular organisms;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio,258,0.02,0.14
Belliella baltica,232259,cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella,113,0.01,0.06
Bernardetia litoralis,999,cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Bernardetiaceae;Bernardetia,3,0.00,0.00
Brucella ceti,120577,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella,688,0.04,0.37
Brucella pinnipedialis,120576,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella,501,0.03,0.27
Brucella sp. 141012304,1885919,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella,309,0.02,0.17
Brumicola nitratireducens,300231,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Brumicola,235,0.01,0.13
Caldithrix abyssi,187145,cellular organisms;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;Caldithrix,270,0.02,0.14
Campylobacter lari,201,cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,16,0.00,0.01
Campylobacter peloridis,488546,cellular organisms;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter,103,0.01,0.06
Candidatus Aciduliprofundum boonei,379547,cellular organisms;Thermoplasmatota;;;;Candidatus Aciduliprofundum,59,0.00,0.03
Candidatus Aquiluna sp. UB-MaderosW2red,1855377,cellular organisms;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Aquiluna,103,0.01,0.06
Candidatus Atelocyanobacterium thalassae,713887,cellular organisms;Cyanobacteriota;Cyanophyceae;Chroococcales;Aphanothecaceae;Candidatus Atelocyanobacterium,33,0.00,0.02
Candidatus Cenarchaeum symbiosum,46770,cellular organisms;Nitrososphaerota;;Candidatus Cenarchaeales;Candidatus Cenarchaeaceae;Candidatus Cenarchaeum,1,0.00,0.00
Candidatus Endolissoclinum faulkneri,1263979,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum,1153,0.07,0.62
Candidatus Filomicrobium marinum,1608628,cellular organisms;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Filomicrobium,69,0.00,0.04
Candidatus Izimoplasma sp. HR1,1541959,cellular organisms;Mycoplasmatota;Mollicutes;Candidatus Izemoplasmatales;Candidatus Izemoplasmataceae;Candidatus Izemoplasma,349,0.02,0.19
Candidatus Nitrosopelagicus brevis,1410606,cellular organisms;Nitrososphaerota;;;;Candidatus Nitrosopelagicus,21,0.00,0.01
Candidatus Nitrosopumilus koreensis,1510466,cellular organisms;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus,6,0.00,0.00
Candidatus Nitrosopumilus sediminis,1229909,cellular organisms;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus,95,0.01,0.05
Candidatus Pelagibacter sp. IMCC9063,1002672,cellular organisms;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae;Candidatus Pelagibacter,1,0.00,0.00
Candidatus Pseudothioglobus singularis,1427364,cellular organisms;Pseudomonadota;Gammaproteobacteria;;Candidatus Pseudothioglobaceae;Candidatus Pseudothioglobus,212,0.01,0.11
Candidatus Ruthturnera calyptogenae,386487,cellular organisms;Pseudomonadota;Gammaproteobacteria;;Candidatus Pseudothioglobaceae;Candidatus Ruthturnera,106,0.01,0.06
Candidatus Thioglobus autotrophicus,1705394,cellular organisms;Pseudomonadota;Gammaproteobacteria;;Candidatus Pseudothioglobaceae;Candidatus Thioglobus,1,0.00,0.00
Candidatus Vesicomyidisocius calyptogenae,412965,cellular organisms;Pseudomonadota;Gammaproteobacteria;;Candidatus Pseudothioglobaceae;Candidatus Vesicomyidisocius,5,0.00,0.00
Carnobacterium sp. 17-4,208596,cellular organisms;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,4,0.00,0.00
Celeribacter indicus,1208324,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Celeribacter,412,0.02,0.22
Celeribacter marinus,1397108,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Celeribacter,3,0.00,0.00
Cellulophaga algicola,59600,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga,167,0.01,0.09
Cellulophaga baltica,76594,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga,299,0.02,0.16
Cellulophaga lytica,979,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga,39,0.00,0.02
Cereibacter sphaeroides,1063,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter,255,0.02,0.14
Chlorobium phaeobacteroides,1096,cellular organisms;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium,5,0.00,0.00
Chlorobium phaeovibrioides,1094,cellular organisms;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Chlorobium,4,0.00,0.00
Chloroherpeton thalassium,100716,cellular organisms;Chlorobiota;Chlorobiia;Chlorobiales;Chloroherpetonaceae;Chloroherpeton,501,0.03,0.27
Christiangramia forsetii,411153,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Christiangramia,148,0.01,0.08
Christiangramia salexigens,1913577,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Christiangramia,7,0.00,0.00
Chromohalobacter israelensis,141390,cellular organisms;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Chromohalobacter,16,0.00,0.01
Citromicrobium sp. JL477,1634516,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium,15,0.00,0.01
Clostridium botulinum,1491,cellular organisms;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium,1051,0.06,0.56
Colwellia psychrerythraea,28229,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia,235,0.01,0.13
Colwellia sp. MT41,58049,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia,372,0.02,0.20
Colwellia sp. PAMC 20917,1816218,cellular organisms;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia,9,0.00,0.00
Corallococcus macrosporus,35,cellular organisms;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus,5,0.00,0.00
Corynebacterium marinum,349751,cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium,5,0.00,0.00
Corynebacterium maris,575200,cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium,9,0.00,0.00
Corynebacterium phocae,161895,cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium,525,0.03,0.28
Corynebacterium sphenisci,191493,cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium,59,0.00,0.03
Corynebacterium stationis,1705,cellular organisms;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium,5,0.00,0.00
Croceibacter atlanticus,313588,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Croceibacter,2,0.00,0.00
Croceibacterium atlanticum,1267766,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceibacterium,15,0.00,0.01
Croceicoccus naphthovorans,1348774,cellular organisms;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus,93,0.01,0.05
Crocosphaera subtropica,2546360,cellular organisms;Cyanobacteriota;Cyanophyceae;Chroococcales;Aphanothecaceae;Crocosphaera,3,0.00,0.00
Cupriavidus malaysiensis,367825,cellular organisms;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus,188,0.01,0.10
Cyclobacterium amurskyense,320787,cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium,143,0.01,0.08
Cyclobacterium marinum,104,cellular organisms;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium,5,0.00,0.00
Cycloclasticus sp. P1,385025,cellular organisms;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus,1769,0.11,0.94
Cycloclasticus zancles,1329899,cellular organisms;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus,1774,0.11,0.95
Denitrovibrio acetiphilus,118000,cellular organisms;Deferribacterota;Deferribacteres;Deferribacterales;Geovibrionaceae;Denitrovibrio,7,0.00,0.00
Desulfobacula toluolica,28223,cellular organisms;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula,1252,0.08,0.67
Desulfocapsa sulfexigens,65555,cellular organisms;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfocapsa,400,0.02,0.21
Desulfococcus multivorans,897,cellular organisms;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;Desulfococcus,1046,0.06,0.56
Desulfocurvibacter africanus,873,cellular organisms;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfocurvibacter,650,0.04,0.35
Desulforamulus reducens,59610,cellular organisms;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulforamulus,2,0.00,0.00
Desulforapulum autotrophicum,2296,cellular organisms;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulforapulum,262,0.02,0.14
Desulfotalea psychrophila,84980,cellular organisms;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfotalea,479,0.03,0.26
Dinoroseobacter shibae,215813,cellular organisms;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Dinoroseobacter,115,0.01,0.06
Dokdonia donghaensis,326320,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia,80,0.00,0.04
Dokdonia sp. 4H-3-7-5,983548,cellular organisms;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Dokdonia,9,0.00,0.00
